__v,_id,createdAt,desc,genre_id,is_active,name,updatedAt,number
0,62c49f563eacb940b8550fc0,2022-07-05T20:30:14.426Z,Chicken White Karahi,62c49dc53eacb940b8550f6d,TRUE,Chicken White Karahi,2022-07-05T20:30:14.426Z,16
0,62c49f6c3eacb940b8550fc3,2022-07-05T20:30:36.718Z,Chicken Badami Karahi,62c49dc53eacb940b8550f6d,TRUE,Chicken Badami Karahi,2022-07-05T20:30:36.718Z,17
0,62c49fa53eacb940b8550fc6,2022-07-05T20:31:33.807Z,Chicken Broast Served with Plain Zeera Rice,62c49c213eacb940b8550f1e,TRUE,Chicken Broast,2022-07-05T20:31:33.807Z,18
0,62c49fbe3eacb940b8550fc9,2022-07-05T20:31:58.712Z,Tandoori Chicken,62c49c213eacb940b8550f1e,TRUE,Tandoori Chicken,2022-07-05T20:31:58.712Z,19
0,62c49fcc3eacb940b8550fcc,2022-07-05T20:32:12.156Z,Nuggets,62c49c213eacb940b8550f1e,TRUE,Nuggets,2022-07-05T20:32:12.156Z,20
0,62c49fe43eacb940b8550fcf,2022-07-05T20:32:36.666Z,Chicken Hot Wings,62c49c213eacb940b8550f1e,TRUE,Chicken Hot Wings,2022-07-05T20:32:36.666Z,21
0,62c49ff13eacb940b8550fd2,2022-07-05T20:32:49.641Z,Chicken Honey Wings,62c49c213eacb940b8550f1e,TRUE,Chicken Honey Wings,2022-07-05T20:32:49.641Z,22
0,62c4a00d3eacb940b8550fd5,2022-07-05T20:33:17.332Z,Tuna Sandwich,62c49c213eacb940b8550f1e,TRUE,Tuna Sandwich,2022-07-05T20:33:17.332Z,23
0,62c4a01e3eacb940b8550fd8,2022-07-05T20:33:34.045Z,Chicken Fajita,62c49c213eacb940b8550f1e,TRUE,Chicken Fajita,2022-07-05T20:33:34.045Z,24
0,62c4a02f3eacb940b8550fdb,2022-07-05T20:33:51.109Z,Chicken Supreme,62c49c213eacb940b8550f1e,TRUE,Chicken Supreme,2022-07-05T20:33:51.109Z,25
0,62c4a03f3eacb940b8550fde,2022-07-05T20:34:07.146Z,Smoked Chicken,62c49c213eacb940b8550f1e,TRUE,Smoked Chicken,2022-07-05T20:34:07.146Z,26
0,62c4a0603eacb940b8550fe1,2022-07-05T20:34:40.334Z,Mutton Traditional Handi,62c49c323eacb940b8550f21,TRUE,Mutton Traditional Handi,2022-07-05T20:34:40.334Z,27
0,62c4a0ad3eacb940b8550ff0,2022-07-05T20:35:57.869Z,Mutton Black Pepper,62c49c323eacb940b8550f21,TRUE,Mutton Black Pepper,2022-07-05T20:35:57.869Z,28
0,62c4a0be3eacb940b8550ff3,2022-07-05T20:36:14.610Z,Mutton White Pepper,62c49c323eacb940b8550f21,TRUE,Mutton White Pepper,2022-07-05T20:36:14.610Z,29
0,62c4a0ce3eacb940b8550ff6,2022-07-05T20:36:30.134Z,Mutton Green Chilli,62c49c323eacb940b8550f21,TRUE,Mutton Green Chilli,2022-07-05T20:36:30.134Z,30
0,62c4a0e03eacb940b8550ff9,2022-07-05T20:36:48.915Z,Mutton Achari Handi,62c49c323eacb940b8550f21,TRUE,Mutton Achari Handi,2022-07-05T20:36:48.915Z,31
0,62c4a0f03eacb940b8550ffc,2022-07-05T20:37:04.554Z,Mutton White Handi,62c49c323eacb940b8550f21,TRUE,Mutton White Handi,2022-07-05T20:37:04.554Z,32
0,62c4a1013eacb940b8550fff,2022-07-05T20:37:21.473Z,Mutton Badami Handi,62c49c323eacb940b8550f21,TRUE,Mutton Badami Handi,2022-07-05T20:37:21.473Z,33
0,62c4a1103eacb940b8551002,2022-07-05T20:37:36.959Z,Beef Traditional Handi,62c4a0803eacb940b8550fe8,TRUE,Beef Traditional Handi,2022-07-05T20:37:36.959Z,34
0,62c4a1253eacb940b8551005,2022-07-05T20:37:57.412Z,Beef Black Pepper,62c4a0803eacb940b8550fe8,TRUE,Beef Black Pepper,2022-07-05T20:37:57.412Z,35
0,62c4a1353eacb940b8551008,2022-07-05T20:38:13.113Z,desc search,62c4a0803eacb940b8550fe8,TRUE,Beef Achari Handi,2022-07-24T20:34:36.561Z,36
0,62c4a1453eacb940b855100b,2022-07-05T20:38:29.423Z,Beef White Handi,62c4a0803eacb940b8550fe8,TRUE,Beef White Handi,2022-07-06T08:12:34.134Z,37
0,62c4a1c53eacb940b8551018,2022-07-05T20:40:37.712Z,Beef White Handi,62c4a0803eacb940b8550fe8,TRUE,Beef White Handi,2022-07-05T20:40:37.712Z,38
0,62c4a1e03eacb940b855101b,2022-07-05T20:41:04.255Z,Beef White Pepper,62c4a0803eacb940b8550fe8,TRUE,Beef White Pepper,2022-07-05T20:41:04.255Z,39
0,62c4a21f3eacb940b8551021,2022-07-05T20:42:07.772Z,Beef Green Chilli,62c4a0803eacb940b8550fe8,TRUE,Beef Green Chilli,2022-07-05T20:42:07.772Z,40
0,62c4a22e3eacb940b8551024,2022-07-05T20:42:22.006Z,Beef Kofta,62c4a0803eacb940b8550fe8,TRUE,Beef Kofta,2022-07-05T20:42:22.006Z,41
0,62c4a23d3eacb940b8551027,2022-07-05T20:42:37.170Z,Beef Badami Handi,62c4a0803eacb940b8550fe8,TRUE,Beef Badami Handi,2022-07-05T20:42:37.170Z,42
0,62c4a25c3eacb940b855102a,2022-07-05T20:43:08.776Z,Chicken Traditional Handi Boneless,62c4a08d3eacb940b8550feb,TRUE,Chicken Traditional Handi ,2022-07-05T20:43:08.776Z,43
0,62c4a2743eacb940b855102d,2022-07-05T20:43:32.207Z,Chicken Black Pepper Boneless,62c4a08d3eacb940b8550feb,TRUE,Chicken Black Pepper,2022-07-05T20:43:32.207Z,44
0,62c4a2883eacb940b8551030,2022-07-05T20:43:52.131Z,Chicken White Pepper Boneless,62c4a08d3eacb940b8550feb,TRUE,Chicken White Pepper,2022-07-05T20:43:52.131Z,45
0,62c4a2a23eacb940b8551033,2022-07-05T20:44:18.416Z,Chicken Green Chilli Boneless,62c4a08d3eacb940b8550feb,TRUE,Chicken Green Chilli,2022-07-05T20:44:18.416Z,46
0,62c4a2b33eacb940b8551036,2022-07-05T20:44:35.796Z,Chicken Kofta,62c4a08d3eacb940b8550feb,TRUE,Chicken Kofta,2022-07-05T20:44:35.796Z,47
0,62c4a2c63eacb940b8551039,2022-07-05T20:44:54.383Z,Chicken Achari Handi,62c4a08d3eacb940b8550feb,TRUE,Chicken Achari Handi,2022-07-05T20:44:54.383Z,48
0,62c4a2da3eacb940b855103c,2022-07-05T20:45:14.368Z,Chicken White Handi,62c4a08d3eacb940b8550feb,TRUE,Chicken White Handi,2022-07-05T20:45:14.368Z,49
0,62c4a2ec3eacb940b855103f,2022-07-05T20:45:32.879Z,Chicken Badami Handi,62c4a08d3eacb940b8550feb,TRUE,Chicken Badami Handi,2022-07-05T20:45:32.879Z,50
0,62c4a3093eacb940b8551042,2022-07-05T20:46:01.847Z,Beef Chilli with Fried Rice,62c49c3e3eacb940b8550f24,TRUE,Beef Chilli with Fried Rice,2022-07-05T20:46:01.847Z,51
0,62c4a3173eacb940b8551045,2022-07-05T20:46:15.714Z,Chicken Chilli with Fried Rice,62c49c3e3eacb940b8550f24,TRUE,Chicken Chilli with Fried Rice,2022-07-05T20:46:15.714Z,52
0,62c4a32a3eacb940b8551048,2022-07-05T20:46:34.233Z,Chicken Fried Rice,62c49c3e3eacb940b8550f24,TRUE,Chicken Fried Rice,2022-07-05T20:46:57.842Z,53
0,62c4a3573eacb940b855104f,2022-07-05T20:47:19.011Z,Egg Fried Rice,62c49c3e3eacb940b8550f24,TRUE,Egg Fried Rice,2022-07-05T20:47:19.011Z,54
0,62c4a3673eacb940b8551052,2022-07-05T20:47:35.748Z,Vegetable Fried Rice,62c49c3e3eacb940b8550f24,TRUE,Vegetable Fried Rice,2022-07-05T20:47:35.748Z,55
0,62c4a3763eacb940b8551055,2022-07-05T20:47:50.797Z,Steam Plain Rice,62c49c3e3eacb940b8550f24,TRUE,Steam Plain Rice,2022-07-05T20:47:50.797Z,56
0,62c4a3bb3eacb940b8551062,2022-07-05T20:48:59.835Z,Beef Biryani,62c4a3aa3eacb940b855105d,TRUE,Beef Biryani,2022-07-05T20:48:59.835Z,57
0,62c4a3cb3eacb940b8551065,2022-07-05T20:49:15.327Z,Chicken Biryani,62c4a3aa3eacb940b855105d,TRUE,Chicken Biryani,2022-07-05T20:49:15.327Z,58
0,62c4a3d93eacb940b8551068,2022-07-05T20:49:29.928Z,Plain Biryani,62c4a3aa3eacb940b855105d,TRUE,Plain Biryani,2022-07-05T20:49:29.928Z,59
0,62c4a3e93eacb940b855106b,2022-07-05T20:49:45.089Z,Sindhi Biryani,62c4a3aa3eacb940b855105d,TRUE,Sindhi Biryani,2022-07-05T20:49:45.089Z,60
0,62c4a3ff3eacb940b855106e,2022-07-05T20:50:07.825Z,Beef Seekh Kabab,62c49c4c3eacb940b8550f27,TRUE,Beef Seekh Kabab,2022-07-05T20:50:07.825Z,61
0,62c4a4123eacb940b8551071,2022-07-05T20:50:26.956Z,Beef Gola Kabab,62c49c4c3eacb940b8550f27,TRUE,Beef Gola Kabab,2022-07-05T20:50:26.956Z,62
0,62c4a4283eacb940b8551074,2022-07-05T20:50:48.785Z,Beef Shami Kabab,62c49c4c3eacb940b8550f27,TRUE,Beef Shami Kabab,2022-07-05T20:50:48.785Z,63
0,62c4a43d3eacb940b8551077,2022-07-05T20:51:09.826Z,Chicken Tikka Boti,62c49c4c3eacb940b8550f27,TRUE,Chicken Tikka Boti,2022-07-05T20:51:29.484Z,64
0,62c4a4603eacb940b855107f,2022-07-05T20:51:44.844Z,Chicken Malai Boti,62c49c4c3eacb940b8550f27,TRUE,Chicken Malai Boti,2022-07-05T20:51:44.844Z,65
0,62c4a47c3eacb940b8551082,2022-07-05T20:52:12.094Z,Chicken Tikka Piece,62c49c4c3eacb940b8550f27,TRUE,Chicken Tikka Piece,2022-07-05T20:52:12.094Z,66
0,62c4a4883eacb940b8551085,2022-07-05T20:52:24.494Z,Tawa Chicken,62c49c4c3eacb940b8550f27,TRUE,Tawa Chicken,2022-07-05T20:52:24.494Z,67
